concept	property	prop_count	pos_tag	is_only_adj
tax credit	economic	142	[('economic', 'JJ')]	True
sensitivity	critical	172	[('critical', 'JJ')]	True
financial service	personal	635	[('personal', 'JJ')]	True
x-rays	common	802	[('common', 'JJ')]	True
pool	full	12	[('full', 'JJ')]	True
ventilator	common medical	14	[('common', 'JJ'), ('medical', 'JJ')]	True
market	basic	667	[('basic', 'JJ')]	True
gravel	industrial	201	[('industrial', 'JJ')]	True
river	topographical	11	[('topographical', 'JJ')]	True
bean	big	266	[('big', 'JJ')]	True
chickadee	common	802	[('common', 'JJ')]	True
migration	contemporary	73	[('contemporary', 'JJ')]	True
myocardial infarction	clinical	183	[('clinical', 'JJ')]	True
weasel	small	653	[('small', 'JJ')]	True
parkinson s	common	802	[('common', 'JJ')]	True
poll	interactive	57	[('interactive', 'JJ')]	True
hatred	negative	109	[('negative', 'JJ')]	True
dizziness	systemic	124	[('systemic', 'JJ')]	True
temperature	sensitive	195	[('sensitive', 'JJ')]	True
turmeric	powerful	50	[('powerful', 'JJ')]	True
glass fiber	fibrous	31	[('fibrous', 'JJ')]	True
water	civil	18	[('civil', 'JJ')]	True
flat foot	common	802	[('common', 'JJ')]	True
lighting	technical	122	[('technical', 'JJ')]	True
reliability	critical	172	[('critical', 'JJ')]	True
music	recreational	163	[('recreational', 'JJ')]	True
copper	ordinary	32	[('ordinary', 'JJ')]	True
sucrose	free	99	[('free', 'JJ')]	True
eyebrow	small	653	[('small', 'JJ')]	True
natural stone	natural	709	[('natural', 'JJ')]	True
engineering	traditional	682	[('traditional', 'JJ')]	True
scheduling appointment	administrative	93	[('administrative', 'JJ')]	True
bluebird	secondary	180	[('secondary', 'JJ')]	True
lemonade	sugary	26	[('sugary', 'JJ')]	True
ductility	physical	686	[('physical', 'JJ')]	True
biotechnology	interdisciplinary	9	[('interdisciplinary', 'JJ')]	True
basketball	common	802	[('common', 'JJ')]	True
odor	visual	96	[('visual', 'JJ')]	True
flash memory device	conventional	429	[('conventional', 'JJ')]	True
athletics	traditional	682	[('traditional', 'JJ')]	True
backup	traditional	682	[('traditional', 'JJ')]	True
oil	commercial	172	[('commercial', 'JJ')]	True
parkinson s disease	neurological	68	[('neurological', 'JJ')]	True
hard disk drive	peripheral	67	[('peripheral', 'JJ')]	True
gardening	recreational	163	[('recreational', 'JJ')]	True
young s modulus	elastic	21	[('elastic', 'JJ')]	True
bon jovi	american	86	[('american', 'JJ')]	True
temperature	synthetic	126	[('synthetic', 'JJ')]	True
towel	basic	667	[('basic', 'JJ')]	True
accountant	financial	212	[('financial', 'JJ')]	True
knitting needle	sharp	49	[('sharp', 'JJ')]	True
russia	great	178	[('great', 'JJ')]	True
meeting	social	388	[('social', 'JJ')]	True
shape	visual	96	[('visual', 'JJ')]	True
radio	ordinary	32	[('ordinary', 'JJ')]	True
planning	typical	82	[('typical', 'JJ')]	True
corn	agricultural	114	[('agricultural', 'JJ')]	True
font	graphical	34	[('graphical', 'JJ')]	True
human right	sensitive	195	[('sensitive', 'JJ')]	True
discriminant analysis	statistical	99	[('statistical', 'JJ')]	True
education	potential	99	[('potential', 'JJ')]	True
bleach	basic	667	[('basic', 'JJ')]	True
polyacrylic acid	synthetic	126	[('synthetic', 'JJ')]	True
copper	single	74	[('single', 'JJ')]	True
social networking site	online social	11	[('online', 'JJ'), ('social', 'JJ')]	True
vomiting	clinical	183	[('clinical', 'JJ')]	True
thyme	aromatic	59	[('aromatic', 'JJ')]	True
hsv	viral	54	[('viral', 'JJ')]	True
target shooting	recreational	163	[('recreational', 'JJ')]	True
stomach	solid	124	[('solid', 'JJ')]	True
citibank	global	202	[('global', 'JJ')]	True
flexibility	essential	297	[('essential', 'JJ')]	True
sonar	active	130	[('active', 'JJ')]	True
bean	iron-rich	8	[('iron-rich', 'JJ')]	True
constitution	legal	102	[('legal', 'JJ')]	True
automobile	conventional	429	[('conventional', 'JJ')]	True
measle	live	65	[('live', 'JJ')]	True
light	auxiliary	74	[('auxiliary', 'JJ')]	True
gabapentin	antiepileptic	8	[('antiepileptic', 'JJ')]	True
mercury	volatile	92	[('volatile', 'JJ')]	True
pollution	controversial	22	[('controversial', 'JJ')]	True
syrup	oral	110	[('oral', 'JJ')]	True
spectroscopy	traditional	682	[('traditional', 'JJ')]	True
failure mode	analytical	77	[('analytical', 'JJ')]	True
tapeworm	parasitic	15	[('parasitic', 'JJ')]	True
general health	personal	635	[('personal', 'JJ')]	True
merlot	traditional	682	[('traditional', 'JJ')]	True
home	personal	635	[('personal', 'JJ')]	True
swap	financial	212	[('financial', 'JJ')]	True
aircraft carrier	large	852	[('large', 'JJ')]	True
video	popular	467	[('popular', 'JJ')]	True
dizziness	unwanted	45	[('unwanted', 'JJ')]	True
whole wheat bread	whole	14	[('whole', 'JJ')]	True
paramecium	unicellular	8	[('unicellular', 'JJ')]	True
compass	navigational	7	[('navigational', 'JJ')]	True
collectible	personal	635	[('personal', 'JJ')]	True
heart attack	clinical	183	[('clinical', 'JJ')]	True
rubber glove	suitable	205	[('suitable', 'JJ')]	True
ginger	dietary	96	[('dietary', 'JJ')]	True
quantity	commercial	172	[('commercial', 'JJ')]	True
truck	large	852	[('large', 'JJ')]	True
medical emergency	unforeseen	24	[('unforeseen', 'JJ')]	True
ginseng	chinese	29	[('chinese', 'JJ')]	True
graphite	solid	124	[('solid', 'JJ')]	True
physical inactivity	modifiable	28	[('modifiable', 'JJ')]	True
serology	noninvasive	12	[('noninvasive', 'JJ')]	True
moth	small	653	[('small', 'JJ')]	True
ankylosing spondylitis	medical	456	[('medical', 'JJ')]	True
diarrhea	abdominal	18	[('abdominal', 'JJ')]	True
alkoxy	functional	143	[('functional', 'JJ')]	True
horse riding	local	332	[('local', 'JJ')]	True
convenience store	local	332	[('local', 'JJ')]	True
pb	heavy	207	[('heavy', 'JJ')]	True
accounting	basic	667	[('basic', 'JJ')]	True
chevre	soft	247	[('soft', 'JJ')]	True
wheat germ	natural	709	[('natural', 'JJ')]	True
home depot	large	852	[('large', 'JJ')]	True
forward contract	derivative	13	[('derivative', 'JJ')]	True
e commerce	complex	256	[('complex', 'JJ')]	True
place	personal	635	[('personal', 'JJ')]	True
william wordsworth	romantic	12	[('romantic', 'JJ')]	True
pager	portable electronic	43	[('portable', 'JJ'), ('electronic', 'JJ')]	True
fever	common	802	[('common', 'JJ')]	True
hitachi	japanese	23	[('japanese', 'JJ')]	True
electricity bill	small monetary	6	[('small', 'JJ'), ('monetary', 'JJ')]	True
design	soft	247	[('soft', 'JJ')]	True
anaphylaxis	serious	276	[('serious', 'JJ')]	True
alcohol consumption	behavioral	65	[('behavioral', 'JJ')]	True
heart attack	dangerous	53	[('dangerous', 'JJ')]	True
oil	automotive	31	[('automotive', 'JJ')]	True
raman spectroscopy	analytical	77	[('analytical', 'JJ')]	True
chitosan	biodegradable	19	[('biodegradable', 'JJ')]	True
bok choy	chinese	29	[('chinese', 'JJ')]	True
cologne	european	108	[('european', 'JJ')]	True
tennis court	great	178	[('great', 'JJ')]	True
religion	sociodemographic	28	[('sociodemographic', 'JJ')]	True
washington d c	large	852	[('large', 'JJ')]	True
metal	structural	156	[('structural', 'JJ')]	True
administration	corporate	79	[('corporate', 'JJ')]	True
iodide	functional	143	[('functional', 'JJ')]	True
bagel	complex	256	[('complex', 'JJ')]	True
elevation	ancillary	99	[('ancillary', 'JJ')]	True
electronic	hazardous	102	[('hazardous', 'JJ')]	True
fries	common	802	[('common', 'JJ')]	True
state	political	40	[('political', 'JJ')]	True
paper product	combustible	79	[('combustible', 'JJ')]	True
zinc oxide	white	65	[('white', 'JJ')]	True
bill	final	9	[('final', 'JJ')]	True
phone	modern	309	[('modern', 'JJ')]	True
pain	unwanted	45	[('unwanted', 'JJ')]	True
animation	advanced	233	[('advanced', 'JJ')]	True
plasmid	genetic	42	[('genetic', 'JJ')]	True
consumption	basic	667	[('basic', 'JJ')]	True
credit card due	financial	212	[('financial', 'JJ')]	True
type	dietary	96	[('dietary', 'JJ')]	True
snow	temporary	54	[('temporary', 'JJ')]	True
zone	popular	467	[('popular', 'JJ')]	True
diazepam	oral	110	[('oral', 'JJ')]	True
rome	large	852	[('large', 'JJ')]	True
forest fire	environmental	592	[('environmental', 'JJ')]	True
porch	open	86	[('open', 'JJ')]	True
antidepressant	pharmacological	36	[('pharmacological', 'JJ')]	True
sedative	systemic	124	[('systemic', 'JJ')]	True
church of jesus christ of latter day saints	religious	51	[('religious', 'JJ')]	True
money	personal	635	[('personal', 'JJ')]	True
paper	physical	686	[('physical', 'JJ')]	True
soybean	unsaturated	28	[('unsaturated', 'JJ')]	True
brisk walking	physical	686	[('physical', 'JJ')]	True
roulette	complex	256	[('complex', 'JJ')]	True
telephone bill	small	653	[('small', 'JJ')]	True
pain	potential	99	[('potential', 'JJ')]	True
licorice	natural	709	[('natural', 'JJ')]	True
fox	small	653	[('small', 'JJ')]	True
window	natural	709	[('natural', 'JJ')]	True
canned good	nonperishable	8	[('nonperishable', 'JJ')]	True
jenny craig	commercial	172	[('commercial', 'JJ')]	True
dielectric constant	optical	72	[('optical', 'JJ')]	True
point	spatial	23	[('spatial', 'JJ')]	True
dishwasher	large	852	[('large', 'JJ')]	True
myocarditis	serious	276	[('serious', 'JJ')]	True
quilting	traditional	682	[('traditional', 'JJ')]	True
chest pain	systemic	124	[('systemic', 'JJ')]	True
hair spray	cosmetic	64	[('cosmetic', 'JJ')]	True
methylation	biochemical	41	[('biochemical', 'JJ')]	True
flood	hazardous	102	[('hazardous', 'JJ')]	True
polycyclic aromatic hydrocarbon	aromatic	59	[('aromatic', 'JJ')]	True
neon	inactive	16	[('inactive', 'JJ')]	True
coagulation	physicochemical	72	[('physicochemical', 'JJ')]	True
turkey	regional	56	[('regional', 'JJ')]	True
anxiety	medical	456	[('medical', 'JJ')]	True
calendar	promotional	68	[('promotional', 'JJ')]	True
tbhq	synthetic	126	[('synthetic', 'JJ')]	True
collard	cruciferous	22	[('cruciferous', 'JJ')]	True
composite	complex	256	[('complex', 'JJ')]	True
morning glory	annual	52	[('annual', 'JJ')]	True
linear programming	conventional	429	[('conventional', 'JJ')]	True
norway	notable	42	[('notable', 'JJ')]	True
electric motor	electric	41	[('electric', 'JJ')]	True
contact	social	388	[('social', 'JJ')]	True
homelessness	social	388	[('social', 'JJ')]	True
digital camera	mobile electronic	19	[('mobile', 'JJ'), ('electronic', 'JJ')]	True
house foreclosure	terrible	24	[('terrible', 'JJ')]	True
scouts	voluntary	12	[('voluntary', 'JJ')]	True
ladybird	natural	709	[('natural', 'JJ')]	True
business	professional	165	[('professional', 'JJ')]	True
uniform	personal	635	[('personal', 'JJ')]	True
stew	mixed	24	[('mixed', 'JJ')]	True
fiber	dietary	96	[('dietary', 'JJ')]	True
quick coupler	normal	79	[('normal', 'JJ')]	True
cellular telephone	modern electronic	17	[('modern', 'JJ'), ('electronic', 'JJ')]	True
age	nongenetic	5	[('nongenetic', 'JJ')]	True
enthalpy	thermodynamic	24	[('thermodynamic', 'JJ')]	True
cafeteria	large	852	[('large', 'JJ')]	True
paste	soft	247	[('soft', 'JJ')]	True
foam	synthetic	126	[('synthetic', 'JJ')]	True
lean meat	healthy	115	[('healthy', 'JJ')]	True
radiology	clinical	183	[('clinical', 'JJ')]	True
pollution	external	443	[('external', 'JJ')]	True
asthma	chronic medical	19	[('chronic', 'JJ'), ('medical', 'JJ')]	True
rsa	traditional	682	[('traditional', 'JJ')]	True
anodizing	secondary	180	[('secondary', 'JJ')]	True
state of the economy	external	443	[('external', 'JJ')]	True
discussion	interactive	57	[('interactive', 'JJ')]	True
fao	international	277	[('international', 'JJ')]	True
cad	industrial	201	[('industrial', 'JJ')]	True
muscle	excitable	10	[('excitable', 'JJ')]	True
art	valuable	127	[('valuable', 'JJ')]	True
iron	active	130	[('active', 'JJ')]	True
cup	personal	635	[('personal', 'JJ')]	True
morgan stanley	global	202	[('global', 'JJ')]	True
motor	active	130	[('active', 'JJ')]	True
integer	numeric	5	[('numeric', 'JJ')]	True
war	single	74	[('single', 'JJ')]	True
hair salon	small	653	[('small', 'JJ')]	True
cost	classical	92	[('classical', 'JJ')]	True
ceramic	non-metallic	8	[('non-metallic', 'JJ')]	True
password	vulnerable	45	[('vulnerable', 'JJ')]	True
potato	solanaceous	5	[('solanaceous', 'JJ')]	True
avocado	exotic	119	[('exotic', 'JJ')]	True
sleeplessness	physical	686	[('physical', 'JJ')]	True
cement	conventional	429	[('conventional', 'JJ')]	True
trade association	third	74	[('third', 'JJ')]	True
suspension	mechanical	187	[('mechanical', 'JJ')]	True
cooking	physical	686	[('physical', 'JJ')]	True
report	technical	122	[('technical', 'JJ')]	True
cadherin	cellular	81	[('cellular', 'JJ')]	True
glove	basic	667	[('basic', 'JJ')]	True
depression	difficult	49	[('difficult', 'JJ')]	True
capsule	solid	124	[('solid', 'JJ')]	True
telecommunication	critical	172	[('critical', 'JJ')]	True
canned meat	non-perishable	8	[('non-perishable', 'JJ')]	True
laminin	adhesive	9	[('adhesive', 'JJ')]	True
carcinoembryonic antigen	classical	92	[('classical', 'JJ')]	True
cyanine dye	usable	9	[('usable', 'JJ')]	True
vodka	alcoholic	13	[('alcoholic', 'JJ')]	True
lubricant	industrial	201	[('industrial', 'JJ')]	True
sunflower oil	natural	709	[('natural', 'JJ')]	True
food insecurity	complex	256	[('complex', 'JJ')]	True
corticosteroid	pharmacological	36	[('pharmacological', 'JJ')]	True
hardness	environmental	592	[('environmental', 'JJ')]	True
personification	literary	45	[('literary', 'JJ')]	True
acid	second	12	[('second', 'JJ')]	True
highlands	rural	16	[('rural', 'JJ')]	True
calcium	hard	160	[('hard', 'JJ')]	True
errand	flexible	48	[('flexible', 'JJ')]	True
poor water quality	environmental	592	[('environmental', 'JJ')]	True
accelerometer	conventional	429	[('conventional', 'JJ')]	True
counseling	professional	165	[('professional', 'JJ')]	True
gardening	daily	99	[('daily', 'JJ')]	True
hygrometer	optional	126	[('optional', 'JJ')]	True
persuasion	social	388	[('social', 'JJ')]	True
sardine	live	65	[('live', 'JJ')]	True
hurricane	large	852	[('large', 'JJ')]	True
temperature	initial	18	[('initial', 'JJ')]	True
alzheimer's	medical	456	[('medical', 'JJ')]	True
heart	medical	456	[('medical', 'JJ')]	True
general motors	large	852	[('large', 'JJ')]	True
productivity	economic	142	[('economic', 'JJ')]	True
british airways	large	852	[('large', 'JJ')]	True
sweet almond	natural	709	[('natural', 'JJ')]	True
ear plug	suitable	205	[('suitable', 'JJ')]	True
manual	technical	122	[('technical', 'JJ')]	True
accident	exceptional	26	[('exceptional', 'JJ')]	True
winston churchill	historical	44	[('historical', 'JJ')]	True
disabled	vulnerable	45	[('vulnerable', 'JJ')]	True
gasket	compressible	8	[('compressible', 'JJ')]	True
ocd	single	74	[('single', 'JJ')]	True
convention	corporate	79	[('corporate', 'JJ')]	True
manchester united	big	266	[('big', 'JJ')]	True
langston hughes	black	7	[('black', 'JJ')]	True
font size	numeric	5	[('numeric', 'JJ')]	True
remote control	small	653	[('small', 'JJ')]	True
motor	mechanical	187	[('mechanical', 'JJ')]	True
imaging	potential	99	[('potential', 'JJ')]	True
arrowhead	indian	58	[('indian', 'JJ')]	True
kinematic viscosity	characteristic	16	[('characteristic', 'JJ')]	True
constipation	intestinal	18	[('intestinal', 'JJ')]	True
coin	personal	635	[('personal', 'JJ')]	True
chihuahuas	white	65	[('white', 'JJ')]	True
mycobacterium tuberculosis	dangerous	53	[('dangerous', 'JJ')]	True
meal	reasonable	6	[('reasonable', 'JJ')]	True
turnover	demographic	126	[('demographic', 'JJ')]	True
rock	solid	124	[('solid', 'JJ')]	True
hip replacement	surgical	58	[('surgical', 'JJ')]	True
cirrhosis	serious	276	[('serious', 'JJ')]	True
trypsin	common	802	[('common', 'JJ')]	True
pfizer	global	202	[('global', 'JJ')]	True
pet food	potential	99	[('potential', 'JJ')]	True
ford	iconic american	5	[('iconic', 'JJ'), ('american', 'JJ')]	True
butter	natural	709	[('natural', 'JJ')]	True
tool	daily	99	[('daily', 'JJ')]	True
mean	local	332	[('local', 'JJ')]	True
electroplating	suitable	205	[('suitable', 'JJ')]	True
analysis of variance	statistical	99	[('statistical', 'JJ')]	True
responsibility	social	388	[('social', 'JJ')]	True
file	temporary	54	[('temporary', 'JJ')]	True
operating system	basic	667	[('basic', 'JJ')]	True
hard candy	hard	160	[('hard', 'JJ')]	True
mobile phone	intermediary	5	[('intermediary', 'JJ')]	True
sand	natural	709	[('natural', 'JJ')]	True
structure	organizational	46	[('organizational', 'JJ')]	True
jaguar	european	108	[('european', 'JJ')]	True
supplier	corporate	79	[('corporate', 'JJ')]	True
spin coating	suitable	205	[('suitable', 'JJ')]	True
school	educational	56	[('educational', 'JJ')]	True
substance abuse	personal	635	[('personal', 'JJ')]	True
satisfaction	positive	70	[('positive', 'JJ')]	True
virus	external	443	[('external', 'JJ')]	True
geology	historical	44	[('historical', 'JJ')]	True
fruit juice	sugary	26	[('sugary', 'JJ')]	True
rivet	small	653	[('small', 'JJ')]	True
mitochondria	cellular	81	[('cellular', 'JJ')]	True
feed in tariff	economic	142	[('economic', 'JJ')]	True
store	commercial	172	[('commercial', 'JJ')]	True
orientation	creative	64	[('creative', 'JJ')]	True
nausea	uncomfortable	10	[('uncomfortable', 'JJ')]	True
ge	common	802	[('common', 'JJ')]	True
occupational status	socioeconomic	32	[('socioeconomic', 'JJ')]	True
ear	anatomic	5	[('anatomic', 'JJ')]	True
climate control	luxurious	19	[('luxurious', 'JJ')]	True
ice	solid	124	[('solid', 'JJ')]	True
alga	active	130	[('active', 'JJ')]	True
sparkling swimming pool	outstanding	14	[('outstanding', 'JJ')]	True
stacking fault	structural	156	[('structural', 'JJ')]	True
glass transition temperature	physical	686	[('physical', 'JJ')]	True
grease	hazardous	102	[('hazardous', 'JJ')]	True
morphine	addictive	19	[('addictive', 'JJ')]	True
platinum	expensive	62	[('expensive', 'JJ')]	True
vitamins e	nonenzymatic	6	[('nonenzymatic', 'JJ')]	True
monopoly	popular	467	[('popular', 'JJ')]	True
acer	popular	467	[('popular', 'JJ')]	True
halogen	suitable	205	[('suitable', 'JJ')]	True
maternal	critical	172	[('critical', 'JJ')]	True
keyboard	optional	126	[('optional', 'JJ')]	True
presentation	educational	56	[('educational', 'JJ')]	True
goat	small	653	[('small', 'JJ')]	True
communication skill	social	388	[('social', 'JJ')]	True
toyota	large	852	[('large', 'JJ')]	True
valproic acid	antiepileptic	8	[('antiepileptic', 'JJ')]	True
stairwell	common	802	[('common', 'JJ')]	True
nitroglycerin	intravenous	14	[('intravenous', 'JJ')]	True
training	sociodemographic	28	[('sociodemographic', 'JJ')]	True
parade	local	332	[('local', 'JJ')]	True
city hall	famous	126	[('famous', 'JJ')]	True
library	basic	667	[('basic', 'JJ')]	True
pcr	diagnostic	65	[('diagnostic', 'JJ')]	True
gum disease	untreated	8	[('untreated', 'JJ')]	True
